Genus;Results from;Occurences
SYNTROPHACETICUS;Train Real Occurences;1.0
MARICAULIS;Train Real Occurences;4.0
DESULFONATRONOSPIRA;Train Real Occurences;1.0
KUENENIA;Train Real Occurences;1.0
RHODOPIRELLULA;Train Real Occurences;6.0
DESULFUROMONADACEAE_GENUS;Train Real Occurences;4.0
ROSEOSPIRA;Train Real Occurences;1.0
CLOACIBACILLUS;Train Real Occurences;3.0
FAECALICOCCUS;Train Real Occurences;2.0
BOSEA;Train Real Occurences;2.0
MASSILIA;Train Real Occurences;1.0
NEPTUNIIBACTER;Train Real Occurences;1.0
ULVIBACTER;Train Real Occurences;3.0
ARTHROBACTER;Train Real Occurences;17.0
ACETOBACTERIUM;Train Real Occurences;1.0
THIOHALOPHILUS;Train Real Occurences;1.0
NITROLANCEA;Train Real Occurences;2.0
LACHNOSPIRACEAE_UCG-008;Train Real Occurences;5.0
[EUBACTERIUM]_HALLII_GROUP;Train Real Occurences;7.0
CELLULOSIMICROBIUM;Train Real Occurences;3.0
NANNOCYSTACEAE_GENUS;Train Real Occurences;3.0
STEROLIBACTERIUM;Train Real Occurences;1.0
PARASPHINGOPYXIS;Train Real Occurences;1.0
RIKENELLA;Train Real Occurences;5.0
KINEOSPORIA;Train Real Occurences;4.0
DESULFURIVIBRIO;Train Real Occurences;3.0
EMTICICIA;Train Real Occurences;1.0
TATEYAMARIA;Train Real Occurences;1.0
PLANCTOMYCETES_GENUS;Train Real Occurences;3.0
RAHNELLA;Train Real Occurences;1.0
KTEDONOBACTER;Train Real Occurences;4.0
MONGOLIICOCCUS;Train Real Occurences;1.0
CRYPTOBACTERIUM;Train Real Occurences;1.0
DESULFURELLACEAE_H16;Train Real Occurences;1.0
CRYPTOSPORANGIACEAE_GENUS;Train Real Occurences;1.0
SYNTROPHUS;Train Real Occurences;1.0
FLAVOBACTERIACEAE_GENUS;Train Real Occurences;3.0
SALANA;Train Real Occurences;1.0
NATRANAEROVIRGA;Train Real Occurences;2.0
HOLOPHAGAE_GENUS;Train Real Occurences;5.0
METHANOFOLLIS;Train Real Occurences;1.0
MESORHIZOBIUM;Train Real Occurences;3.0
SULFURIMONAS;Train Real Occurences;3.0
THERMOANAEROBACTER;Train Real Occurences;2.0
ALKALIBACTER;Train Real Occurences;1.0
CHLOROFLEXI_KD4-96_GENUS;Train Real Occurences;6.0
ANCYLOBACTER;Train Real Occurences;1.0
DETHIOBACTER;Train Real Occurences;6.0
SAPROSPIRA;Train Real Occurences;1.0
TABRIZICOLA;Train Real Occurences;1.0
ALIIDIOMARINA;Train Real Occurences;2.0
LEGIONELLA;Train Real Occurences;24.0
M2PB4-65_TERMITE_GROUP_GENUS;Train Real Occurences;4.0
GELIDIBACTER;Train Real Occurences;5.0
GEOTHERMOBACTER;Train Real Occurences;1.0
VADINBC27_WASTEWATER-SLUDGE_GROUP;Train Real Occurences;3.0
ENTOMOPLASMA;Train Real Occurences;1.0
SPIROSOMA;Train Real Occurences;3.0
THIOBACTER;Train Real Occurences;1.0
PSEUDOLABRYS;Train Real Occurences;3.0
METHYLOMONAS;Train Real Occurences;2.0
DESULFONATRONOVIBRIO;Train Real Occurences;1.0
THERMOANAEROBACTERACEAE_GENUS;Train Real Occurences;3.0
HOLOPHAGACEAE_GENUS;Train Real Occurences;5.0
CRYPTOSPORANGIUM;Train Real Occurences;1.0
NIABELLA;Train Real Occurences;3.0
XENORHABDUS;Train Real Occurences;1.0
GUGGENHEIMELLA;Train Real Occurences;5.0
BREVIBACILLUS;Train Real Occurences;8.0
PERMIANIBACTER;Train Real Occurences;1.0
OCEANICAULIS;Train Real Occurences;2.0
CHONDROMYCES;Train Real Occurences;9.0
LACHNOBACTERIUM;Train Real Occurences;1.0
AEROCOCCUS;Train Real Occurences;4.0
BOSEONGICOLA;Train Real Occurences;1.0
DETHIOSULFATIBACTER;Train Real Occurences;4.0
OCEANICOLA;Train Real Occurences;2.0
PLANKTOPHILA;Train Real Occurences;1.0
ELUSIMICROBIALES_GENUS;Train Real Occurences;2.0
LACHNOSPIRA;Train Real Occurences;3.0
DESULFOCURVUS;Train Real Occurences;2.0
DICHOTOMICROBIUM;Train Real Occurences;1.0
RALSTONIA;Train Real Occurences;3.0
OENOCOCCUS;Train Real Occurences;1.0
GRANULOSICOCCUS;Train Real Occurences;3.0
PHAEOSPIRILLUM;Train Real Occurences;3.0
OERSKOVIA;Train Real Occurences;1.0
EIKENELLA;Train Real Occurences;1.0
MAHELLA;Train Real Occurences;1.0
RHODOVULUM;Train Real Occurences;5.0
THERMANAEROMONAS;Train Real Occurences;1.0
BUTYRICICOCCUS;Train Real Occurences;12.0
IDIOMARINA;Train Real Occurences;4.0
TEPIDAMORPHUS;Train Real Occurences;1.0
ALKALIBACTERIUM;Train Real Occurences;2.0
SPORANAEROBACTER;Train Real Occurences;2.0
MYCELIGENERANS;Train Real Occurences;3.0
METHYLOPHILUS;Train Real Occurences;3.0
PROVIDENCIA;Train Real Occurences;2.0
CARNOBACTERIUM;Train Real Occurences;5.0
GRANULICELLA;Train Real Occurences;1.0
RATHAYIBACTER;Train Real Occurences;1.0
LACHNOSPIRACEAE_UCG-002;Train Real Occurences;7.0
ROBINSONIELLA;Train Real Occurences;9.0
HOWARDELLA;Train Real Occurences;4.0
CLOACIBACTERIUM;Train Real Occurences;1.0
BACTERIOVORACACEAE_GENUS;Train Real Occurences;1.0
ACETANAEROBACTERIUM;Train Real Occurences;5.0
ANDERSENIELLA;Train Real Occurences;1.0
PLANOCOCCUS;Train Real Occurences;4.0
ANAEROVIBRIO;Train Real Occurences;8.0
OXALOBACTER;Train Real Occurences;1.0
METHANOHALOPHILUS;Train Real Occurences;2.0
PROTEOCATELLA;Train Real Occurences;1.0
PHYCISPHAERA;Train Real Occurences;5.0
BRASSICIBACTER;Train Real Occurences;3.0
ANEROLINEACEAE_GENUS;Train Real Occurences;4.0
TANGFEIFANIA;Train Real Occurences;2.0
FAUCICOLA;Train Real Occurences;1.0
PROSTHECOBACTER;Train Real Occurences;4.0
MYXOCOCCALES_GENUS;Train Real Occurences;5.0
SULFURIFERULA;Train Real Occurences;3.0
HALANAEROBIUM;Train Real Occurences;2.0
SYNTROPHORHABDUS;Train Real Occurences;2.0
TRICHOCOCCUS;Train Real Occurences;3.0
SHIGELLA;Train Real Occurences;2.0
BYSSOVORAX;Train Real Occurences;3.0
HALOTHIOBACILLUS;Train Real Occurences;1.0
METHANOCELLA;Train Real Occurences;3.0
ROSEIMICROBIUM;Train Real Occurences;2.0
HERMINIIMONAS;Train Real Occurences;2.0
RAROBACTER;Train Real Occurences;1.0
ALKALINEMA;Train Real Occurences;1.0
DESULFOGLAEBA;Train Real Occurences;1.0
CURTOBACTERIUM;Train Real Occurences;2.0
CATENULISPORA;Train Real Occurences;2.0
KANDLERIA;Train Real Occurences;1.0
STOQUEFICHUS;Train Real Occurences;1.0
SULFURITALEA;Train Real Occurences;2.0
SARCINA;Train Real Occurences;1.0
PISCIBACILLUS;Train Real Occurences;1.0
MELIORIBACTER;Train Real Occurences;3.0
DESEMZIA;Train Real Occurences;1.0
NITROSOARCHAEUM;Train Real Occurences;1.0
JANIBACTER;Train Real Occurences;1.0
FILIFACTOR;Train Real Occurences;2.0
WCHB1-60_GENUS;Train Real Occurences;1.0
METHANIMICROCOCCUS;Train Real Occurences;3.0
FIRMICUTES_GENUS;Train Real Occurences;6.0
STIGMATELLA;Train Real Occurences;5.0
SULFOLOBALES_GENUS;Train Real Occurences;1.0
CHTHONIOBACTERALES_GENUS;Train Real Occurences;16.0
FODINICOLA;Train Real Occurences;6.0
CHLOROBIALES_SJA-28_GENUS;Train Real Occurences;5.0
PISCICOCCUS;Train Real Occurences;2.0
MICROMONOSPORACEAE_GENUS;Train Real Occurences;1.0
CATENIBACTERIUM;Train Real Occurences;2.0
RHODOMICROBIUM;Train Real Occurences;2.0
PROPIONISPIRA;Train Real Occurences;2.0
BACTEROIDALES_S24-7_GROUP_GENUS;Train Real Occurences;4.0
SALINISPIRILLUM;Train Real Occurences;3.0
TRICHODESMIUM;Train Real Occurences;1.0
DESULFUROCOCCUS;Train Real Occurences;1.0
PHASCOLARCTOBACTERIUM;Train Real Occurences;5.0
THIOMONAS;Train Real Occurences;1.0
ALBIDOVULUM;Train Real Occurences;2.0
CAPNOCYTOPHAGA;Train Real Occurences;6.0
LAUTROPIA;Train Real Occurences;2.0
LUTIBACTER;Train Real Occurences;1.0
MICROCOCCUS;Train Real Occurences;2.0
VEILLONELLA;Train Real Occurences;5.0
SPOROMUSA;Train Real Occurences;3.0
ROSEOVARIUS;Train Real Occurences;1.0
THERMODESULFOVIBRIO;Train Real Occurences;15.0
BACILLALES_GENUS;Train Real Occurences;2.0
SULFURICELLA;Train Real Occurences;2.0
PERSEPHONELLA;Train Real Occurences;1.0
KROPPENSTEDTIA;Train Real Occurences;1.0
PSEUDOFULVIBACTER;Train Real Occurences;1.0
PROPIONIVIBRIO;Train Real Occurences;3.0
FIBROBACTERALES_FD035_GENUS;Train Real Occurences;1.0
DIALISTER;Train Real Occurences;8.0
STAPHYLOTHERMUS;Train Real Occurences;1.0
THIOTHRIX;Train Real Occurences;2.0
NITRILIRUPTOR;Train Real Occurences;2.0
THALASSOBACULUM;Train Real Occurences;1.0
PHREATOBACTER;Train Real Occurences;2.0
OCEANOSPIRILLALES_GENUS;Train Real Occurences;3.0
GEOALKALIBACTER;Train Real Occurences;1.0
ARENICELLALES;Train Real Occurences;1.0
[EUBACTERIUM]_OXIDOREDUCENS_GROUP;Train Real Occurences;4.0
CALDALKALIBACILLUS;Train Real Occurences;2.0
MOLLICUTES_NB1-N_GENUS;Train Real Occurences;13.0
MARISPIRILLUM;Train Real Occurences;1.0
MOORELLA;Train Real Occurences;1.0
MESOTOGA;Train Real Occurences;1.0
RHODOLIGOTROPHOS;Train Real Occurences;3.0
FERRITHRIX;Train Real Occurences;1.0
RHODOBACTER;Train Real Occurences;1.0
PELISTEGA;Train Real Occurences;3.0
BETAPROTEOBACTERIA_SC-I-84_GENUS;Train Real Occurences;5.0
AUREISPIRA;Train Real Occurences;1.0
ZOOGLOEA;Train Real Occurences;1.0
THERMOPHAGUS;Train Real Occurences;1.0
CHLOROFLEXI_JG37-AG-4_GENUS;Train Real Occurences;4.0
BALNEOLA;Train Real Occurences;2.0
PARACLOSTRIDIUM;Train Real Occurences;2.0
PROLIXIBACTERACEAE_GENUS;Train Real Occurences;6.0
THIOHALOCAPSA;Train Real Occurences;1.0
THALASSOLITUUS;Train Real Occurences;1.0
PARAEGGERTHELLA;Train Real Occurences;1.0
THERMOMICROBIUM;Train Real Occurences;1.0
AZOARCUS;Train Real Occurences;3.0
LITORILINEA;Train Real Occurences;1.0
GEOSPOROBACTER;Train Real Occurences;3.0
ALKANIBACTER;Train Real Occurences;2.0
MARITALEA;Train Real Occurences;2.0
PERSICOBACTER;Train Real Occurences;4.0
FILIMONAS;Train Real Occurences;1.0
NITROCOCCUS;Train Real Occurences;2.0
DIAPHOROBACTER;Train Real Occurences;1.0
FERRUGINIBACTER;Train Real Occurences;16.0
METHYLOPHAGA;Train Real Occurences;5.0
LACHNOSPIRACEAE_ND3007_GROUP;Train Real Occurences;1.0
CELLVIBRIO;Train Real Occurences;3.0
ARENICELLACEAE_GENUS;Train Real Occurences;1.0
ACETONEMA;Train Real Occurences;1.0
DESULFOSPOROSINUS;Train Real Occurences;3.0
SALMONELLA;Train Real Occurences;2.0
TELMATOSPIRILLUM;Train Real Occurences;1.0
CHTHONOMONAS;Train Real Occurences;4.0
THIOCOCCUS;Train Real Occurences;1.0
SALINIREPENS;Train Real Occurences;5.0
BIFIDOBACTERIUM;Train Real Occurences;18.0
WOESEARCHAEOTA_[DHVEG-6]_GENUS;Train Real Occurences;3.0
PROTEUS;Train Real Occurences;2.0
PSEUDOSPIRILLUM;Train Real Occurences;1.0
LACHNOSPIRACEAE_UCG-007;Train Real Occurences;1.0
SOLIRUBROBACTER;Train Real Occurences;23.0
AFIPIA;Train Real Occurences;2.0
SPOROTOMACULUM;Train Real Occurences;2.0
VAMPIROVIBRIONALES_GENUS;Train Real Occurences;1.0
THERMOSPOROTHRIX;Train Real Occurences;3.0
NITROSOSPIRA;Train Real Occurences;2.0
TERRIMONAS;Train Real Occurences;8.0
CARBOXYLICIVIRGA;Train Real Occurences;2.0
CHLOROFLEXI_JG30-KF-CM66_GENUS;Train Real Occurences;6.0
THERMOANAEROBACTERIUM;Train Real Occurences;1.0
DESULFATITALEA;Train Real Occurences;7.0
DESULFONATRONUM;Train Real Occurences;2.0
GEORGENIA;Train Real Occurences;5.0
LUNATIMONAS;Train Real Occurences;2.0
BDELLOVIBRIONACEAE_OM27;Train Real Occurences;1.0
BARTONELLA;Train Real Occurences;2.0
BAULDIA;Train Real Occurences;3.0
COCCINIMONAS;Train Real Occurences;1.0
ARENIMONAS;Train Real Occurences;4.0
ROSEIBACILLUS;Train Real Occurences;1.0
THIOFABA;Train Real Occurences;1.0
MARMORICOLA;Train Real Occurences;2.0
FODINICURVATA;Train Real Occurences;4.0
CALDICOPROBACTER;Train Real Occurences;2.0
ACIDOBACTERIALES_GENUS;Train Real Occurences;5.0
NIASTELLA;Train Real Occurences;2.0
ANAEROSPHAERA;Train Real Occurences;3.0
COPROTHERMOBACTER;Train Real Occurences;2.0
TETRAGENOCOCCUS;Train Real Occurences;2.0
ADVENELLA;Train Real Occurences;2.0
CLOACIMONETES_GENUS;Train Real Occurences;1.0
CLOSTRIDIA_GENUS;Train Real Occurences;3.0
NEISSERIACEAE_GENUS;Train Real Occurences;4.0
ACETOANAEROBIUM;Train Real Occurences;3.0
ANEURINIBACILLUS;Train Real Occurences;2.0
BAVARIICOCCUS;Train Real Occurences;1.0
TENACIBACULUM;Train Real Occurences;4.0
FLAVIFLEXUS;Train Real Occurences;4.0
BCF9-17_TERMITE_GROUP;Train Real Occurences;2.0
ANAEROBRANCA;Train Real Occurences;4.0
CELLVIBRIONACEAE_GENUS;Train Real Occurences;1.0
SYNTROPHOBOTULUS;Train Real Occurences;1.0
CELLVIBRIONALES_GENUS;Train Real Occurences;1.0
PHOCAEICOLA;Train Real Occurences;11.0
CERASIBACILLUS;Train Real Occurences;1.0
PROLIXIBACTER;Train Real Occurences;7.0
CERASICOCCUS;Train Real Occurences;2.0
BDELLOVIBRIO;Train Real Occurences;18.0
MECHERCHARIMYCES;Train Real Occurences;1.0
AMPHIBACILLUS;Train Real Occurences;1.0
PECTOBACTERIUM;Train Real Occurences;1.0
AZORHIZOBIUM;Train Real Occurences;3.0
DONGHICOLA;Train Real Occurences;1.0
KETOGULONICIGENIUM;Train Real Occurences;1.0
RHODOBACTERACEAE_GENUS;Train Real Occurences;1.0
GRACILIBACTER;Train Real Occurences;2.0
ROTHIA;Train Real Occurences;4.0
TEPIDIBACTER;Train Real Occurences;1.0
HOLDEMANELLA;Train Real Occurences;1.0
NUBSELLA;Train Real Occurences;1.0
MACROCOCCUS;Train Real Occurences;2.0
IGNAVIGRANUM;Train Real Occurences;1.0
NIBRIBACTER;Train Real Occurences;1.0
OLIGELLA;Train Real Occurences;2.0
INSOLITISPIRILLUM;Train Real Occurences;6.0
VITELLIBACTER;Train Real Occurences;4.0
GRACILIMONAS;Train Real Occurences;10.0
ENHYGROMYXA;Train Real Occurences;1.0
ALICYCLOBACILLUS;Train Real Occurences;8.0
XANTHOMONAS;Train Real Occurences;3.0
FIRMICUTES_BSA1B-03_GENUS;Train Real Occurences;1.0
LACTONIFACTOR;Train Real Occurences;3.0
RHODOPILA;Train Real Occurences;1.0
THERMASPOROMYCES;Train Real Occurences;1.0
THIOPHAEOCOCCUS;Train Real Occurences;1.0
JOHNSONELLA;Train Real Occurences;7.0
AURANTIMONADACEAE_GENUS;Train Real Occurences;1.0
METHYLOLIGELLA;Train Real Occurences;1.0
PARASPOROBACTERIUM;Train Real Occurences;1.0
ROSEINATRONOBACTER;Train Real Occurences;2.0
KILONIELLA;Train Real Occurences;1.0
DONGIA;Train Real Occurences;4.0
LENTILITORIBACTER;Train Real Occurences;1.0
ATRIBACTERIA_GENUS;Train Real Occurences;3.0
SPHINGOMICROBIUM;Train Real Occurences;1.0
METHANOGENIUM;Train Real Occurences;1.0
METHYLOBACTER;Train Real Occurences;2.0
HOLOPHAGALES_GENUS;Train Real Occurences;5.0
PEPTOCOCCUS;Train Real Occurences;8.0
DEMEQUINA;Train Real Occurences;2.0
MURDOCHIELLA;Train Real Occurences;6.0
GEMMOBACTER;Train Real Occurences;5.0
THAUERA;Train Real Occurences;1.0
ACIDOCELLA;Train Real Occurences;3.0
ANAEROCELLA;Train Real Occurences;6.0
POVALIBACTER;Train Real Occurences;10.0
LACHNOSPIRACEAE_FCS020_GROUP;Train Real Occurences;4.0
CEREIBACTER;Train Real Occurences;1.0
[EUBACTERIUM]_XYLANOPHILUM_GROUP;Train Real Occurences;4.0
CESIRIBACTER;Train Real Occurences;1.0
DESERTIFILUM;Train Real Occurences;1.0
SYNTROPHORHABDACEAE_GENUS;Train Real Occurences;1.0
RHIZOMICROBIUM;Train Real Occurences;8.0
LABRENZIA;Train Real Occurences;2.0
FERVIDICELLA;Train Real Occurences;1.0
MEGAIRA;Train Real Occurences;2.0
CLOSTRIDIA_MBA03_GENUS;Train Real Occurences;1.0
ANOXYBACILLUS;Train Real Occurences;2.0
ANTARCTICIMONAS;Train Real Occurences;1.0
BREVUNDIMONAS;Train Real Occurences;4.0
ORNITHINIMICROBIUM;Train Real Occurences;2.0
LACHNOSPIRACEAE_NC2004_GROUP;Train Real Occurences;5.0
FAMILY_XII_GENUS;Train Real Occurences;1.0
PASTEURELLA;Train Real Occurences;3.0
[RUMINOCOCCUS]_GNAVUS_GROUP;Train Real Occurences;1.0
MEGAMONAS;Train Real Occurences;1.0
ALKALIPHILUS;Train Real Occurences;10.0
ANTARCTOBACTER;Train Real Occurences;1.0
ANAEROSTIPES;Train Real Occurences;2.0
AQUABACTERIUM;Train Real Occurences;2.0
FAECALITALEA;Train Real Occurences;18.0
BACTEROIDETES_BD2-2_GENUS;Train Real Occurences;5.0
HOLDEMANIA;Train Real Occurences;3.0
[RUMINOCOCCUS]_TORQUES_GROUP;Train Real Occurences;4.0
ANAEROCOCCUS;Train Real Occurences;8.0
MANGROVIBACTERIUM;Train Real Occurences;1.0
MURIMONAS;Train Real Occurences;3.0
POLYCLADOMYCES;Train Real Occurences;1.0
ENTEROBACTER;Train Real Occurences;5.0
LACHNOSPIRACEAE_XPB1014_GROUP;Train Real Occurences;1.0
AQUASPIRILLUM;Train Real Occurences;7.0
INTESTINIMONAS;Train Real Occurences;6.0
TAHIBACTER;Train Real Occurences;2.0
LACTICIGENIUM;Train Real Occurences;1.0
DESMOSPORA;Train Real Occurences;1.0
ROSEICYCLUS;Train Real Occurences;1.0
CETIA;Train Real Occurences;1.0
DESULFATIBACILLUM;Train Real Occurences;1.0
AMINIVIBRIO;Train Real Occurences;2.0
VIRIDIBACILLUS;Train Real Occurences;1.0
OCEANIRHABDUS;Train Real Occurences;1.0
SCHLEGELELLA;Train Real Occurences;1.0
DESULFOHALOBIUM;Train Real Occurences;2.0
RHODOCOCCUS;Train Real Occurences;8.0
SYNTROPHOCOCCUS;Train Real Occurences;12.0
COXIELLA;Train Real Occurences;4.0
CHROMATIACEAE_GENUS;Train Real Occurences;4.0
INTESTINIBACTER;Train Real Occurences;3.0
PHORMIDIUM;Train Real Occurences;2.0
CHROMATIALES_GENUS;Train Real Occurences;6.0
BDELLOVIBRIONALES_GENUS;Train Real Occurences;1.0
BEIJERINCKIA;Train Real Occurences;4.0
IGNAVIBACTERIALES_PHOS-HE36_GENUS;Train Real Occurences;3.0
ALLOBACULUM;Train Real Occurences;3.0
AEROMICROBIUM;Train Real Occurences;3.0
ZIMMERMANNELLA;Train Real Occurences;1.0
THERMOVIRGA;Train Real Occurences;1.0
CETOBACTERIUM;Train Real Occurences;2.0
HIRSCHIA;Train Real Occurences;2.0
COMPETIBACTER;Train Real Occurences;1.0
COHNELLA;Train Real Occurences;7.0
CHROMOBACTERIUM;Train Real Occurences;1.0
ABIOTROPHIA;Train Real Occurences;1.0
CHTHONIOBACTERACEAE_GENUS;Train Real Occurences;4.0
CHROMOHALOBACTER;Train Real Occurences;1.0
CHRYSEOBACTERIUM;Train Real Occurences;20.0
ACHROMOBACTER;Train Real Occurences;3.0
BROCHOTHRIX;Train Real Occurences;1.0
ANAEROFILUM;Train Real Occurences;12.0
CHELATIVORANS;Train Real Occurences;1.0
[EUBACTERIUM]_RECTALE_GROUP;Train Real Occurences;7.0
ACIDAMINOBACTER;Train Real Occurences;3.0
MANGROVIFLEXUS;Train Real Occurences;1.0
EREMOCOCCUS;Train Real Occurences;1.0
CELLULOMONAS;Train Real Occurences;2.0
MARINIPHAGA;Train Real Occurences;3.0
BACTEROIDETES_HK-RBC54_GENUS;Train Real Occurences;1.0
DESULFOBACULUM;Train Real Occurences;1.0
OBESUMBACTERIUM;Train Real Occurences;2.0
AEROSPHAERA;Train Real Occurences;1.0
ATOPOBIUM;Train Real Occurences;7.0
METHANOBACTERIA_GENUS;Train Real Occurences;1.0
LEIFSONIA;Train Real Occurences;2.0
KINGELLA;Train Real Occurences;3.0
HYDROGENIBACILLUS;Train Real Occurences;1.0
ANABAENOPSIS;Train Real Occurences;1.0
CHIAYIIVIRGA;Train Real Occurences;3.0
DEVOSIA;Train Real Occurences;9.0
METHYLOTHERMUS;Train Real Occurences;1.0
ALBIMONAS;Train Real Occurences;1.0
MARINILACTIBACILLUS;Train Real Occurences;2.0
ERWINIA;Train Real Occurences;2.0
CURVIBACTER;Train Real Occurences;1.0
VULGATIBACTER;Train Real Occurences;1.0
SOLIBACTERACEAE_GENUS;Train Real Occurences;4.0
BETAPROTEOBACTERIA_GENUS;Train Real Occurences;20.0
METHYLONATRUM;Train Real Occurences;1.0
ROSEISALINUS;Train Real Occurences;1.0
SYMBIOBACTERIUM;Train Real Occurences;1.0
THIOPROFUNDUM;Train Real Occurences;10.0
AQUICELLA;Train Real Occurences;9.0
SPHINGOBACTERIALES_GENUS;Train Real Occurences;3.0
PSEUDOFULVIMONAS;Train Real Occurences;2.0
POLARIBACTER;Train Real Occurences;1.0
TINDALLIA;Train Real Occurences;2.0
KTEDONOBACTERIA_B12-WMSP1_GENUS;Train Real Occurences;1.0
BLASTOCOCCUS;Train Real Occurences;1.0
BLASTOMONAS;Train Real Occurences;1.0
ACIDOTHERMUS;Train Real Occurences;4.0
DICTYOGLOMUS;Train Real Occurences;1.0
DESULFOFABA;Train Real Occurences;2.0
METHYLOCALDUM;Train Real Occurences;1.0
PSEUDAMINOBACTER;Train Real Occurences;1.0
GARICOLA;Train Real Occurences;2.0
PSEUDANABAENA;Train Real Occurences;2.0
DESULFURISPORA;Train Real Occurences;1.0
EISENBERGIELLA;Train Real Occurences;4.0
COMMENSALIBACTER;Train Real Occurences;1.0
FAECALIBACTERIUM;Train Real Occurences;4.0
ARACHIDICOCCUS;Train Real Occurences;1.0
ARCANOBACTERIUM;Train Real Occurences;4.0
BELLIELLA;Train Real Occurences;2.0
HUNGATELLA;Train Real Occurences;2.0
CHITINIVIBRIO;Train Real Occurences;1.0
CHITINOPHAGA;Train Real Occurences;9.0
BELLILINEA;Train Real Occurences;1.0
CAMINICELLA;Train Real Occurences;1.0
NITROSOMONADACEAE_GENUS;Train Real Occurences;3.0
PALUDIBACTERIUM;Train Real Occurences;1.0
DESULFITIBACTER;Train Real Occurences;4.0
DERMABACTER;Train Real Occurences;1.0
THAUMARCAEOTA_SCG_GENUS;Train Real Occurences;1.0
PROTEINIBORUS;Train Real Occurences;2.0
MICROCYSTIS;Train Real Occurences;1.0
FIBROBACTERES_GENUS;Train Real Occurences;3.0
GLUTAMICIBACTER;Train Real Occurences;6.0
COXIELLACEAE_GENUS;Train Real Occurences;8.0
BRUMIMICROBIUM;Train Real Occurences;2.0
MYCETOCOLA;Train Real Occurences;1.0
BELNAPIA;Train Real Occurences;1.0
BERGERIELLA;Train Real Occurences;2.0
ARCTICIBACTER;Train Real Occurences;1.0
ZAVARZINELLA;Train Real Occurences;6.0
WILLIAMSIA;Train Real Occurences;2.0
SKERMANELLA;Train Real Occurences;2.0
CYANOBIUM;Train Real Occurences;1.0
ANAEROBACILLUS;Train Real Occurences;1.0
NATRONINCOLA;Train Real Occurences;1.0
NATRONOBACILLUS;Train Real Occurences;1.0
POLYMORPHOBACTER;Train Real Occurences;2.0
AGARICICOLA;Train Real Occurences;1.0
THIOHALOMONAS;Train Real Occurences;2.0
CYANOTHECE;Train Real Occurences;1.0
SINIBACILLUS;Train Real Occurences;2.0
HALIOGLOBUS;Train Real Occurences;1.0
MUCINIVORANS;Train Real Occurences;1.0
FONTIMONAS;Train Real Occurences;2.0
SPONGIIMONAS;Train Real Occurences;1.0
PSEUDARCICELLA;Train Real Occurences;1.0
HYDROTALEA;Train Real Occurences;2.0
SINORHIZOBIUM;Train Real Occurences;1.0
HYDROGENOPHILACEAE_GENUS;Train Real Occurences;1.0
GEOTHERMOMICROBIUM;Train Real Occurences;1.0
SYNTROPHOMONADACEAE_GENUS;Train Real Occurences;2.0
PHASELICYSTIS;Train Real Occurences;1.0
SOLIMONAS;Train Real Occurences;1.0
FERRIPHASELUS;Train Real Occurences;5.0
CLOSTRIDIA_M55-D21_GENUS;Train Real Occurences;1.0
RHODOBLASTUS;Train Real Occurences;1.0
COLLINSELLA;Train Real Occurences;3.0
PLANIFILUM;Train Real Occurences;2.0
GOTTSCHALKIA;Train Real Occurences;5.0
ASTICCACAULIS;Train Real Occurences;1.0
RUMINOCOCCACEAE_UCG-012;Train Real Occurences;1.0
DOLOSICOCCUS;Train Real Occurences;1.0
TANNERELLA;Train Real Occurences;4.0
CORALIOMARGARITA;Train Real Occurences;2.0
SINGULISPHAERA;Train Real Occurences;2.0
LEEUWENHOEKIELLA;Train Real Occurences;1.0
SHINELLA;Train Real Occurences;1.0
PEPTONIPHILACEAE_GENUS;Train Real Occurences;1.0
NEVSKIA;Train Real Occurences;1.0
RUMINOFILIBACTER;Train Real Occurences;1.0
CECEMBIA;Train Real Occurences;2.0
CLOSTRIDIISALIBACTER;Train Real Occurences;4.0
OSCILLOCHLORIS;Train Real Occurences;3.0
ANAEROFUSTIS;Train Real Occurences;2.0
GAMMAPROTEOBACTERIA_EC3_GENUS;Train Real Occurences;1.0
DYADOBACTER;Train Real Occurences;5.0
SPIROCHAETACEAE_GENUS;Train Real Occurences;4.0
RHIZOBIUM;Train Real Occurences;1.0
LUTIBACULUM;Train Real Occurences;1.0
DESULFONAUTICUS;Train Real Occurences;1.0
CHLOROFLEXI_GITT-GS-136_GENUS;Train Real Occurences;1.0
LOKTANELLA;Train Real Occurences;5.0
NAKAMURELLA;Train Real Occurences;4.0
CELLULOPHAGA;Train Real Occurences;1.0
RHODOCISTA;Train Real Occurences;1.0
FLUVIICOLA;Train Real Occurences;4.0
GIMESIA;Train Real Occurences;4.0
CHRYSEOLINEA;Train Real Occurences;14.0
ALISHEWANELLA;Train Real Occurences;1.0
